;;;;;;;;;;;;Variables WORLD CLIM;;;;;;;;;;;;;;;;;;
code;base;gbifID;year;dateIdentified;espece;country;lon;lat;posi;studied;altitude;bio_1;bio_2;bio_3;bio_4;bio_5;bio_6;bio_7;bio_8;bio_9;bio_10;bio_11;bio_12;bio_13;bio_14;bio_15;bio_16;bio_17;bio_18;bio_19
bdd3334;cl618;719683;1999;19990124;Convolvulus lanuginosus;Spain;-0,58096;39,49947;c;n;132;168;93;39;5244;293;57;236;180;235;239;104;434;77;11;44;176;54;79;100
bdd1415;cl103;932425;2005;20050324;Convolvulus lanuginosus;Spain;-0,47639;39,49725;c;n;58;172;90;39;5109;293;64;229;185;237;241;110;445;82;11;47;185;53;81;105
bdd3242;cl535;1406207;2011;20111130;Convolvulus lanuginosus;Spain;-0,63937;39,49167;c;n;189;165;94;39;5295;294;53;241;176;233;236;101;433;74;12;42;172;57;80;98
bdd3264;cl555;1131195;2011;20110123;Convolvulus lanuginosus;Spain;-0,62775;39,49143;c;n;148;167;94;39;5299;294;56;238;179;236;238;103;425;74;11;43;171;54;77;96
bdd3276;cl566;1124984;2011;20110123;Convolvulus lanuginosus;Spain;-0,61613;39,49119;c;n;134;168;93;39;5251;293;57;236;180;235;238;104;428;75;11;44;173;53;78;98
bdd3293;cl581;868016;1997;199706;Convolvulus lanuginosus;Spain;-0,60451;39,49095;c;n;132;168;93;39;5238;293;57;236;180;235;238;104;430;76;11;45;174;53;78;99
bdd3311;cl598;1110681;2011;20110123;Convolvulus lanuginosus;Spain;-0,59289;39,49071;c;n;133;168;93;39;5214;293;57;236;180;235;238;104;431;76;11;45;174;54;79;99
bdd3241;cl534;1102861;2011;20110425;Convolvulus lanuginosus;Spain;-0,63967;39,48266;c;n;162;166;94;39;5296;294;55;239;178;234;237;102;426;74;11;43;171;55;78;96
bdd3292;cl580;858606;2001;20010217;Convolvulus lanuginosus;Spain;-0,60482;39,48195;c;n;127;168;93;39;5227;295;58;237;180;235;238;105;430;76;11;45;174;53;78;99
bdd3310;cl597;858614;2001;20010217;Convolvulus lanuginosus;Spain;-0,5932;39,48171;c;n;118;169;93;39;5217;294;58;236;181;236;239;105;429;76;11;45;174;53;78;99
gbif4621;4621;997538783;1976;NA;Convolvulus lanuginosus;Spain;-2,19;39,48;c;n;877;128;123;39;6503;309;-5;314;110;215;215;50;460;55;14;30;154;67;72;109
bdd2748;cl223;1406077;2010;20100618;Convolvulus lanuginosus;Spain;-1,51174;39,47908;c;n;640;140;113;39;6156;301;13;288;157;222;222;65;402;48;13;31;129;69;69;83
bdd3219;cl514;1100732;2011;20110425;Convolvulus lanuginosus;Spain;-0,6516;39,4739;c;n;192;165;95;39;5346;294;53;241;176;234;237;100;428;73;12;42;169;57;79;96
bdd3240;cl533;1122309;2011;20110425;Convolvulus lanuginosus;Spain;-0,63998;39,47366;c;n;177;166;95;39;5294;293;54;239;177;234;237;101;430;74;11;43;171;55;78;98
gbif4631;4631;997538818;1976;NA;Convolvulus lanuginosus;Spain;-1,6;39,47;c;n;717;136;115;39;6242;302;8;294;154;219;220;61;420;50;14;30;136;70;73;89
gbif14441;14441;617240724;NA;NA;Convolvulus lanuginosus;Spain;-2,18;39,47;c;n;875;128;123;39;6505;309;-4;313;110;215;216;50;459;55;14;30;153;67;72;109
bdd2957;cl279;720673;2001;20011013;Convolvulus lanuginosus;Spain;-0,89584;39,46956;c;n;679;139;102;38;5813;285;21;264;148;216;217;69;459;61;16;31;155;77;86;95
bdd3039;cl352;1406135;2011;20111124;Convolvulus lanuginosus;Spain;-0,77967;39,4674;c;n;594;143;100;38;5697;284;27;257;153;218;220;75;461;65;16;32;163;74;88;98
bdd3055;cl367;1406143;2011;20111124;Convolvulus lanuginosus;Spain;-0,76806;39,46718;c;n;590;144;100;38;5704;285;28;257;153;219;220;76;461;65;16;32;163;74;88;98
bdd3064;cl375;1406148;2011;20111124;Convolvulus lanuginosus;Spain;-0,75644;39,46696;c;n;523;147;99;38;5647;287;31;256;157;221;223;79;456;66;15;33;164;71;86;98
bdd2737;cl222;1406076;2010;20100618;Convolvulus lanuginosus;Spain;-1,51213;39,46107;c;n;629;140;113;39;6159;302;14;288;158;222;222;66;401;48;13;31;129;68;69;83
bdd3038;cl351;1406134;2012;20120430;Convolvulus lanuginosus;Spain;-0,77996;39,4584;c;n;590;144;100;38;5711;286;28;258;153;219;221;76;461;65;16;32;163;74;88;98
bdd3054;cl366;1406142;2011;20111124;Convolvulus lanuginosus;Spain;-0,76834;39,45818;c;n;476;150;99;38;5596;289;34;255;160;223;225;82;445;66;14;35;162;67;83;96
bdd3063;cl374;1406147;2011;20111124;Convolvulus lanuginosus;Spain;-0,75673;39,45795;c;n;406;153;99;39;5568;291;38;253;164;226;228;86;439;67;13;37;163;64;81;96
bdd3096;cl403;1100931;2011;20110425;Convolvulus lanuginosus;Spain;-0,69866;39,45682;c;n;256;161;96;39;5443;294;48;246;172;232;234;95;429;71;12;41;167;58;79;96
bdd3107;cl413;1110504;2011;20110425;Convolvulus lanuginosus;Spain;-0,68704;39,45659;c;n;249;162;96;39;5381;293;49;244;173;232;234;96;429;71;12;41;167;58;79;96
bdd3198;cl496;1117365;2011;20110425;Convolvulus lanuginosus;Spain;-0,67543;39,45636;c;n;239;162;96;39;5354;293;50;243;174;231;234;97;429;72;12;41;168;58;79;96
gbif6771;6771;616900128;NA;NA;Convolvulus lanuginosus;Spain;-0,55;39,45;c;n;88;171;93;39;5141;294;61;233;183;237;240;108;434;79;11;46;179;52;79;102
gbif20711;20711;137449108;NA;NA;Convolvulus lanuginosus;Spain;-2,09;39,45;c;n;699;138;121;39;6409;314;6;308;121;223;224;60;416;49;12;31;137;61;65;97
gbif1802;1802;30300448;1997;NA;Convolvulus lanuginosus;Spain;-0,56;39,45;c;n;98;170;93;39;5191;295;60;235;183;237;240;107;434;78;11;45;177;52;78;102
bdd3037;cl350;1406133;2012;20120430;Convolvulus lanuginosus;Spain;-0,78024;39,4494;c;n;475;150;100;39;5605;289;34;255;160;224;225;82;444;66;14;35;162;67;83;96
bdd3053;cl365;1406141;2012;20120430;Convolvulus lanuginosus;Spain;-0,76863;39,44917;c;n;418;153;99;39;5556;290;37;253;163;225;227;85;437;67;13;37;162;64;80;95
bdd3062;cl373;1406146;2012;20120430;Convolvulus lanuginosus;Spain;-0,75702;39,44895;c;n;358;156;98;39;5542;292;41;251;167;229;230;89;432;68;13;37;163;62;80;94
bdd3094;cl401;1100930;2011;20110425;Convolvulus lanuginosus;Spain;-0,69895;39,44782;c;n;294;159;97;39;5432;293;46;247;171;230;232;94;433;71;12;39;167;59;79;97
bdd3197;cl495;1114615;2011;20110425;Convolvulus lanuginosus;Spain;-0,67573;39,44735;c;n;273;161;96;39;5406;292;48;244;172;231;233;95;434;71;12;40;168;58;79;98
bdd3090;cl399;1110599;2011;20110425;Convolvulus lanuginosus;Spain;-0,69925;39,43881;c;n;293;159;97;39;5432;293;46;247;170;230;233;94;434;71;12;40;168;59;79;97
bdd3105;cl411;1104768;2011;20110425;Convolvulus lanuginosus;Spain;-0,68764;39,43858;c;n;292;160;97;39;5426;293;46;247;171;230;233;94;435;71;12;40;168;59;79;98
bdd1963;cl1523;291973;2007;20070626;Convolvulus lanuginosus;Spain;-0,90854;39,43376;c;n;778;133;104;38;5914;283;15;268;143;212;213;63;476;61;18;30;158;82;90;99
bdd1969;cl1529;291976;2007;20070626;Convolvulus lanuginosus;Spain;-0,89693;39,43355;c;n;835;130;103;38;5924;279;12;267;139;209;210;60;489;62;18;29;160;85;92;102
gbif497;497;895198723;2006;NA;Convolvulus lanuginosus;Spain;-0,566;39,432;c;n;205;165;94;39;5267;292;54;238;177;233;236;101;447;77;12;43;178;57;81;104
gbif1452;1452;30300557;2000;NA;Convolvulus lanuginosus;Spain;-2,21;39,43;c;n;880;128;123;39;6507;310;-4;314;111;215;216;50;456;54;13;30;152;65;71;109
bdd3445;cl718;716011;1992;19921108;Convolvulus lanuginosus;Spain;-0,52542;39,42623;c;n;70;172;92;39;5137;295;63;232;184;238;242;110;436;80;10;47;181;51;78;103
bdd2942;cl265;728446;2006;20061217;Convolvulus lanuginosus;Spain;-0,92042;39,42496;c;n;920;126;105;38;5996;278;6;272;135;206;207;55;502;61;19;28;161;89;95;105
gbif3042;3042;895261378;1988;NA;Convolvulus lanuginosus;Spain;-0,97;39,42;c;n;648;140;104;38;5873;289;21;268;149;219;219;70;445;60;15;31;151;73;82;93
bdd3352;cl634;1136178;2009;20090117;Convolvulus lanuginosus;Spain;-0,57216;39,41821;c;n;131;168;93;39;5211;294;58;236;181;235;239;105;438;78;11;45;179;53;79;102
bdd1941;cl1503;405209;2007;200712;Convolvulus lanuginosus;Spain;-0,56055;39,41797;c;n;112;170;93;39;5193;295;60;235;182;237;240;107;437;78;11;45;179;53;79;102
bdd1954;cl1515;291969;2007;20070626;Convolvulus lanuginosus;Spain;-0,92069;39,41595;c;n;834;130;104;38;5932;281;11;270;140;209;210;60;486;61;18;29;159;84;91;101
bdd1958;cl1519;291971;2007;20070626;Convolvulus lanuginosus;Spain;-0,90908;39,41575;c;n;810;132;104;38;5900;282;13;269;141;211;212;62;483;61;18;29;159;83;91;101
bdd1965;cl1525;291974;2007;20070626;Convolvulus lanuginosus;Spain;-0,89747;39,41554;c;n;788;133;103;38;5905;281;14;267;143;211;212;62;482;62;18;29;160;83;91;101
bdd2934;cl258;1406095;1990;19900304;Convolvulus lanuginosus;Spain;-0,94417;39,40736;c;n;796;133;105;38;5922;283;13;270;142;211;213;62;476;61;17;30;157;81;88;99
bdd2923;cl248;717790;1996;19960605;Convolvulus lanuginosus;Spain;-1,08446;39,37372;c;n;707;138;107;39;5957;289;16;273;147;217;217;66;444;57;15;30;145;75;80;93
gbif3003;3003;997564315;1988;NA;Convolvulus lanuginosus;Spain;-0,91;39,37;c;n;545;147;103;39;5750;291;29;262;156;223;224;78;436;62;14;33;153;68;80;93
bdd2480;cl199;394794;2009;20090413;Convolvulus lanuginosus;Spain;-0,65522;39,36586;c;n;215;165;97;39;5348;295;51;244;176;234;236;100;433;74;11;42;171;55;77;100
bdd2493;cl200;394793;2009;20090413;Convolvulus lanuginosus;Spain;-0,64362;39,36562;c;n;228;164;97;39;5343;295;51;244;176;233;236;99;437;74;11;42;173;56;79;100
bdd1939;cl1501;51630;2004;20040607;Convolvulus lanuginosus;Spain;-0,63202;39,36539;c;n;231;164;96;39;5324;294;51;243;175;233;235;99;439;74;11;42;173;56;79;102
bdd2927;cl251;1406094;1996;19960605;Convolvulus lanuginosus;Spain;-1,0731;39,36452;c;n;726;137;107;39;5959;289;15;274;146;216;217;65;451;58;16;31;148;76;82;94
bdd1911;cl1477;284437;2007;20070118;Convolvulus lanuginosus;Spain;-0,92229;39,36193;c;n;476;150;103;39;5752;294;32;262;160;226;227;81;427;62;13;35;153;65;78;91
bdd1643;cl1235;816040;2010;20100921;Convolvulus lanuginosus;Spain;-0,53783;39,3605;c;n;151;168;94;39;5245;295;58;237;180;236;239;105;447;79;11;45;182;54;81;106
gbif8341;8341;616986299;NA;NA;Convolvulus lanuginosus;Spain;-0,79;39,36;c;n;304;160;100;39;5508;296;44;252;171;231;234;93;424;68;12;39;161;59;77;94
gbif1364;1364;616900366;NA;NA;Convolvulus lanuginosus;Spain;-0,56;39,36;c;n;184;166;95;39;5289;294;55;239;179;234;238;102;445;77;11;43;179;55;80;105
bdd3215;cl510;714109;1981;19810325;Convolvulus lanuginosus;Spain;-0,65552;39,35685;c;n;172;167;97;39;5298;297;54;243;179;236;238;103;429;74;11;43;171;54;77;99
bdd1634;cl1227;293688;2007;20070912;Convolvulus lanuginosus;Spain;-0,63233;39,35639;c;n;163;167;96;39;5289;296;55;241;180;235;238;103;432;75;11;43;173;53;77;101
bdd1644;cl1236;816040;2010;20100921;Convolvulus lanuginosus;Spain;-0,53956;39,35446;c;n;166;167;94;39;5214;294;57;237;180;234;237;104;450;79;11;44;182;55;81;106
bdd3399;cl677;1124783;1981;19810410;Convolvulus lanuginosus;Spain;-0,55178;39,3367;c;n;242;164;95;39;5312;293;52;241;176;232;236;100;454;77;11;43;181;56;81;107
gbif1132;1132;862641892;NA;2001-03-10T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-1,31772;39,33161;c;n;464;151;110;39;5968;304;27;277;160;230;231;79;382;52;11;34;128;60;65;80
bdd2781;cl226;720674;2001;20010311;Convolvulus lanuginosus;Spain;-1,27124;39,33159;c;n;420;153;109;39;5889;304;30;274;163;231;231;81;380;53;11;34;129;59;65;80
bdd1746;cl1328;625803;1996;19960608;Convolvulus lanuginosus;Spain;-0,72598;39,33123;c;n;402;155;100;39;5556;293;39;254;166;228;230;88;446;69;13;37;167;63;81;100
gbif2542;2542;862641900;NA;2001-03-10T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-1,20175;39,32988;c;n;385;155;108;39;5815;304;33;271;164;232;232;85;383;55;11;36;133;58;66;81
bdd3019;cl334;716914;1994;19940918;Convolvulus lanuginosus;Spain;-0,79583;39,32356;c;n;489;150;102;39;5621;291;33;258;161;224;226;83;449;67;13;35;163;66;81;99
bdd1843;cl1415;394791;2009;20090308;Convolvulus lanuginosus;Spain;-0,59877;39,31966;c;n;167;167;96;39;5263;296;55;241;180;235;238;103;437;76;10;44;176;52;77;103
bdd1844;cl1416;394792;2009;20090308;Convolvulus lanuginosus;Spain;-0,58718;39,31942;c;n;182;167;96;39;5283;296;55;241;179;235;238;102;439;76;11;44;176;54;78;103
bdd2956;cl278;1406099;2001;20011103;Convolvulus lanuginosus;Spain;-0,90044;39,31649;c;n;641;142;104;39;5791;288;23;265;151;219;220;73;455;63;15;33;157;72;83;98
gbif1852;1852;895143918;1996;NA;Convolvulus lanuginosus;Spain;-0,5;39,313;c;n;166;168;95;39;5206;295;57;238;180;235;238;105;455;80;11;45;184;54;81;110
bdd1839;cl1411;394796;2009;20090618;Convolvulus lanuginosus;Spain;-0,69179;39,31253;c;n;400;155;100;39;5530;292;40;252;167;228;230;89;452;71;13;38;170;63;82;102
bdd1841;cl1413;394795;2009;20090618;Convolvulus lanuginosus;Spain;-0,6802;39,3123;c;n;331;159;99;39;5458;294;44;250;171;230;233;93;445;72;12;39;170;59;79;102
bdd1842;cl1414;394790;2009;20090308;Convolvulus lanuginosus;Spain;-0,59908;39,31066;c;n;197;166;97;40;5285;296;54;242;178;235;237;102;439;76;11;44;176;54;78;103
bdd1696;cl1283;1556494;2013;20130416;Convolvulus lanuginosus;Spain;-0,54113;39,30945;c;n;276;162;96;39;5335;293;49;244;175;231;234;97;463;77;12;42;182;59;83;109
bdd2940;cl263;720685;2001;20011103;Convolvulus lanuginosus;Spain;-0,92389;39,3079;c;n;645;142;104;38;5830;289;22;267;151;219;220;72;454;62;15;32;156;72;83;98
bdd1838;cl1410;394798;2009;20090618;Convolvulus lanuginosus;Spain;-0,69209;39,30353;c;n;477;151;100;39;5574;290;35;255;162;224;226;84;459;70;13;36;170;65;83;103
bdd1840;cl1412;394797;2009;20090618;Convolvulus lanuginosus;Spain;-0,6805;39,3033;c;n;309;160;99;39;5398;294;46;248;171;230;233;95;441;72;12;40;170;58;79;101
bdd1928;cl1492;394809;2009;20090630;Convolvulus lanuginosus;Spain;-0,66891;39,30307;c;n;278;162;98;39;5409;296;48;248;173;232;235;97;439;73;11;41;171;57;78;101
bdd2803;cl228;720684;2001;20010311;Convolvulus lanuginosus;Spain;-1,16757;39,30298;c;n;475;150;108;39;5873;300;28;272;160;228;229;79;399;56;12;34;137;62;70;84
bdd2281;cl181;272298;2005;2005;Convolvulus lanuginosus;Spain;-0,69239;39,29453;c;n;510;149;100;39;5606;289;33;256;160;223;225;82;465;70;14;36;171;67;84;104
bdd1917;cl1482;394805;2009;20090630;Convolvulus lanuginosus;Spain;-0,6808;39,2943;c;n;445;153;100;39;5537;290;37;253;164;225;227;86;460;71;13;37;171;65;83;103
bdd2912;cl238;720687;2001;20010311;Convolvulus lanuginosus;Spain;-1,14462;39,29361;c;n;395;155;107;39;5785;302;33;269;164;231;232;85;387;56;11;35;136;58;67;82
bdd2292;cl182;272301;2005;2005;Convolvulus lanuginosus;Spain;-0,6811;39,28529;c;n;467;152;100;39;5541;291;36;255;163;225;227;85;462;71;13;37;172;65;83;104
bdd1931;cl1495;394801;2009;20090630;Convolvulus lanuginosus;Spain;-0,65793;39,28483;c;n;332;159;99;39;5430;294;45;249;170;230;233;94;450;73;12;40;173;59;80;104
bdd1758;cl1339;613266;1996;19960605;Convolvulus lanuginosus;Spain;-0,50733;39,2817;c;n;157;169;95;39;5213;296;57;239;182;235;239;105;451;79;10;46;183;52;79;110
gbif1729;1729;616986859;NA;NA;Convolvulus lanuginosus;Spain;-1,02;39,28;c;n;478;151;106;39;5774;297;30;267;161;227;228;81;414;60;12;35;146;62;73;89
bdd1757;cl1338;613939;1996;19960605;Convolvulus lanuginosus;Spain;-0,50797;39,2637;c;n;87;173;95;39;5184;299;61;238;186;239;243;110;442;79;9;47;182;50;78;108
bdd2878;cl2347;2156277;NA;NA;Convolvulus lanuginosus;Spain;-1,23825;39,25902;c;n;726;137;111;39;6050;295;13;282;147;218;219;65;435;55;14;31;139;72;75;91
bdd2918;cl243;1406088;1996;19961214;Convolvulus lanuginosus;Spain;-1,11106;39,24802;c;n;501;150;108;39;5860;299;28;271;159;227;228;79;409;58;12;34;142;62;71;87
bdd3329;cl613;1406230;2012;20120115;Convolvulus lanuginosus;Spain;-0,58996;39,23839;c;n;143;170;97;40;5278;299;57;242;183;238;241;105;434;76;10;45;176;51;76;104
bdd1724;cl1308;1560681;2013;20130620;Convolvulus lanuginosus;Spain;-0,77174;39,23518;c;n;328;159;102;40;5525;297;43;254;171;231;234;93;429;69;11;40;163;57;75;97
bdd3380;cl66;1561839;2013;20130620;Convolvulus lanuginosus;Spain;-0,78707;39,2333;c;n;506;150;103;39;5634;292;33;259;161;224;226;83;451;67;13;36;164;65;80;100
gbif3012;3012;895261189;1988;NA;Convolvulus lanuginosus;Spain;-0,62;39,23;c;n;300;161;99;39;5363;295;47;248;173;231;234;97;449;74;11;41;175;57;79;105
bdd2921;cl246;720678;2001;20011021;Convolvulus lanuginosus;Spain;-1,08838;39,22963;c;n;448;153;107;39;5800;301;31;270;163;230;231;83;402;58;11;35;141;59;69;87
bdd3328;cl612;1406229;2012;20120115;Convolvulus lanuginosus;Spain;-0,59027;39,22939;c;n;168;168;98;40;5266;298;55;243;181;236;239;105;437;76;10;44;176;52;77;104
bdd1572;cl1171;1562343;2013;20130620;Convolvulus lanuginosus;Spain;-0,83366;39,22516;c;n;680;141;104;39;5763;287;22;265;151;217;219;72;473;65;15;32;163;74;85;103
bdd1574;cl1173;1562307;2013;20130620;Convolvulus lanuginosus;Spain;-0,82209;39,22495;c;n;630;144;104;39;5735;289;25;264;155;219;221;75;466;66;14;34;164;70;83;102
bdd2414;cl193;1567692;2013;20130622;Convolvulus lanuginosus;Spain;-0,81051;39,22473;c;n;605;145;104;39;5713;289;27;262;155;220;222;77;463;66;14;34;163;70;83;102
bdd2436;cl195;1567712;2013;20130622;Convolvulus lanuginosus;Spain;-0,79893;39,22451;c;n;570;147;103;39;5684;291;29;262;157;222;223;79;460;67;14;34;164;68;82;102
bdd3369;cl65;1561855;2013;20130620;Convolvulus lanuginosus;Spain;-0,78736;39,22429;c;n;552;148;103;39;5636;290;30;260;159;222;223;80;459;67;14;34;164;68;82;102
gbif22461;22461;895253419;NA;NA;Convolvulus lanuginosus;Spain;-0,28;39,22;c;n;0;178;94;40;5075;302;68;234;191;243;246;116;465;83;8;51;196;48;81;122
bdd2981;cl30;1569524;2013;20130621;Convolvulus lanuginosus;Spain;-0,85736;39,20758;c;n;682;141;105;39;5777;288;22;266;152;217;219;72;471;65;15;32;163;73;84;102
bdd2381;cl190;1566678;2013;20130622;Convolvulus lanuginosus;Spain;-0,74163;39,2054;c;n;430;155;102;39;5563;294;37;257;166;227;229;87;448;69;12;37;166;62;79;101
bdd2969;cl29;1569483;2013;20130621;Convolvulus lanuginosus;Spain;-0,85764;39,19858;c;n;644;143;105;39;5784;290;24;266;154;219;221;74;465;65;14;33;162;71;83;102
bdd2829;cl2302;2158877;NA;NA;Convolvulus lanuginosus;Spain;-1,22825;39,1958;c;n;681;141;111;39;6005;297;17;280;150;221;221;69;426;55;13;32;139;69;73;90
bdd2859;cl233;727479;2005;20050424;Convolvulus lanuginosus;Spain;-1,1588;39,19472;c;n;592;146;110;40;5906;298;23;275;155;224;225;75;418;57;12;34;141;64;71;90
bdd2920;cl245;1406090;1997;19970215;Convolvulus lanuginosus;Spain;-1,08936;39,1936;c;n;425;154;108;40;5794;302;32;270;164;231;231;84;396;58;11;36;140;57;68;85
bdd2926;cl250;1406093;2005;20050424;Convolvulus lanuginosus;Spain;-1,07779;39,19341;c;n;390;156;108;40;5760;303;35;268;166;232;233;86;393;59;10;37;141;56;67;85
bdd1684;cl1272;1568480;2013;20130623;Convolvulus lanuginosus;Spain;-0,83477;39,18915;c;n;598;145;105;39;5713;291;27;264;156;221;222;77;458;66;14;34;162;68;81;101
bdd1710;cl1296;1567934;2013;20130622;Convolvulus lanuginosus;Spain;-0,76535;39,18784;c;n;433;155;103;40;5571;294;37;257;167;227;229;87;445;69;12;38;166;61;78;100
bdd2837;cl231;727478;2005;20050424;Convolvulus lanuginosus;Spain;-1,15904;39,18571;c;n;608;145;110;39;5910;298;22;276;154;223;224;74;422;57;13;33;141;66;72;90
bdd2892;cl236;727480;2005;20050424;Convolvulus lanuginosus;Spain;-1,14747;39,18553;c;n;565;147;109;39;5924;299;23;276;156;225;226;75;414;57;12;34;140;64;71;88
bdd2919;cl244;1406089;1997;19970215;Convolvulus lanuginosus;Spain;-1,0896;39,1846;c;n;502;150;108;40;5794;299;29;270;160;227;228;80;411;59;12;35;144;61;71;88
bdd1733;cl1316;615730;1997;19970606;Convolvulus lanuginosus;Spain;-0,92761;39,18183;c;n;888;130;107;39;5911;282;9;273;139;208;209;59;499;63;17;30;162;82;89;108
bdd1862;cl1432;1226043;2011;20110602;Convolvulus lanuginosus;Spain;-1,18242;39,17707;c;n;775;136;111;39;6013;293;12;281;146;216;217;64;452;57;15;31;144;75;78;96
bdd3640;cl894;713879;1980;19800414;Convolvulus lanuginosus;Spain;-0,25639;39,17696;c;n;4;178;95;40;5102;303;67;236;193;243;247;116;472;83;8;50;199;48;82;125
bdd2881;cl235;1406085;1997;19970215;Convolvulus lanuginosus;Spain;-1,1477;39,17652;c;n;758;137;110;39;6024;293;13;280;146;217;218;65;453;58;15;31;147;74;79;96
bdd2826;cl230;1406082;1997;19970215;Convolvulus lanuginosus;Spain;-1,15951;39,1677;c;n;812;134;111;39;6029;291;10;281;144;214;215;62;459;58;15;31;147;76;79;97
gbif3961;3961;895215031;1982;NA;Convolvulus lanuginosus;Spain;-1,085;39,153;c;n;593;146;109;39;5867;297;24;273;155;224;225;75;426;59;13;34;145;65;73;91
gbif1591;1591;895144113;1998;NA;Convolvulus lanuginosus;Spain;-1,09;39,15;c;n;631;144;109;39;5891;296;21;275;153;222;223;73;434;59;13;33;147;67;75;93
bdd1470;cl108;1065249;2011;20110622;Convolvulus lanuginosus;Spain;-0,84799;39,13533;c;n;594;146;105;39;5736;293;26;267;157;222;224;77;457;66;13;34;162;67;80;101
bdd1481;cl109;1065888;2011;20110622;Convolvulus lanuginosus;Spain;-0,83643;39,13512;c;n;563;148;105;39;5710;293;28;265;159;223;225;79;452;66;13;36;162;65;79;100
bdd3599;cl857;1406258;2011;20111206;Convolvulus lanuginosus;Spain;-0,37371;39,13462;c;n;155;171;97;40;5224;300;58;242;184;238;241;107;473;81;9;47;193;51;81;121
bdd3610;cl867;1406259;2011;20111206;Convolvulus lanuginosus;Spain;-0,36215;39,13435;c;n;268;165;98;40;5301;296;51;245;178;233;236;100;494;81;11;43;196;58;86;125
bdd2988;cl306;1406112;1997;19970208;Convolvulus lanuginosus;Spain;-0,84826;39,12633;c;n;716;140;106;39;5805;289;19;270;150;217;218;70;478;65;15;32;164;74;85;105
bdd3035;cl349;1406132;2012;20120412;Convolvulus lanuginosus;Spain;-0,79046;39,12525;c;n;303;162;103;40;5503;300;44;256;174;233;236;95;419;68;10;41;160;53;72;96
bdd1764;cl1344;644014;1998;19980611;Convolvulus lanuginosus;Spain;-0,35093;39,12509;c;n;335;161;98;39;5331;293;47;246;175;230;233;97;504;81;11;42;198;60;88;127
bdd3052;cl364;1406140;2012;20120412;Convolvulus lanuginosus;Spain;-0,7789;39,12503;c;n;259;164;103;40;5512;302;46;256;176;236;238;97;414;68;10;41;160;52;72;95
bdd3205;cl501;1406194;2012;20120412;Convolvulus lanuginosus;Spain;-0,67486;39,123;c;n;292;163;102;40;5427;299;46;253;175;233;236;97;437;72;10;42;171;54;76;102
bdd3213;cl509;1406200;2012;20120412;Convolvulus lanuginosus;Spain;-0,6633;39,12277;c;n;270;164;101;40;5421;299;47;252;176;234;237;98;436;72;10;42;171;54;76;102
bdd3001;cl318;1406117;2012;20120412;Convolvulus lanuginosus;Spain;-0,82542;39,11689;c;n;482;152;105;39;5638;296;33;263;163;226;228;84;438;66;12;37;160;61;76;98
bdd3007;cl323;1406120;2012;20120412;Convolvulus lanuginosus;Spain;-0,81386;39,11668;c;n;404;157;105;40;5599;298;37;261;168;230;232;89;429;67;11;39;160;57;74;97
